CC(=O)CCCCn1c(=O)n(C)c2ncn(C)c2c1=O	CHEMBL628
C[C@@H](OP(O)(O)=O)[C@H](NC(=O)CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1)C(=O)N1CC=C[C@H]1C(N)=O	CHEMBL371852
NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNc1c(O)c(=O)c1=O)NC(=O)OCC1c2ccccc2-c2ccccc12	CHEMBL191037
C[C@@H](OP(O)(O)=O)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCC[C@H]1C(N)=O	CHEMBL365724
C[C@@H](OP(O)(O)=O)[C@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)N1CCC[C@H]1C(N)=O	CHEMBL364227
C[C@@H](OP(O)(O)=O)[C@H](NC(C)=O)C(=O)N1CSC[C@H]1C(N)=O	CHEMBL188029
C[C@@H](OP(O)(O)=O)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(=O)N1CCC[C@H]1C(N)=O	CHEMBL360409
C[C@@H](OP(O)(O)=O)[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C(=O)N1CC=C[C@H]1C(N)=O	CHEMBL187793
C[C@@H](OP(O)(O)=O)[C@H](NC(C)=O)C(=O)N1C[C@@H](F)C[C@H]1C(N)=O	CHEMBL365768
C[C@@H](OP(O)(O)=O)[C@H](NC(=O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(N)=O	CHEMBL188485
C[C@@H](OP(O)(O)=O)[C@H](NC(C)=O)C(=O)N1CC[C@H]1C(N)=O	CHEMBL187872
C[C@@H](OP(O)(O)=O)[C@H](NC(C)=O)C(=O)N1C[C@H](F)C[C@H]1C(N)=O	CHEMBL190649
C[C@@H](OP(O)(O)=O)[C@H](NC(C)=O)C(=O)N1CC=C[C@H]1C(N)=O	CHEMBL189279
C[C@@H](OP(O)(O)=O)[C@H](NC(=O)CCCc1ccccc1)C(=O)N1CC=C[C@H]1C(N)=O	CHEMBL187465
C[C@@H](OP(O)(O)=O)[C@H](NC(=O)CCCc1ccccc1)C(=O)N1CCC[C@H]1C(N)=O	CHEMBL189818
C[C@@H](OP(O)(O)=O)[C@H](NC(C)=O)C(=O)N1CCC[C@@H]1C(N)=O	CHEMBL190868
NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNc1c(O)c(=O)c1=O)NC(=O)OCC1c2ccccc2-c2ccccc12	CHEMBL366302
[Na+].[Na+].[Na+].[Na+].CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNc2cccc(NC(=O)CCCCC3CCSS3)c2)O[C@H](COS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](COS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)C(O)=O	CHEMBL3409457
CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNc2cccc(NC(=O)CCCCC3CCSS3)c2)O[C@H](COS(O)(=O)=O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](COS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1OS(O)(=O)=O)C(O)=O	CHEMBL3559508
[Na+].[Na+].[Na+].CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNc2cccc(NC(=O)CCCCC3CCSS3)c2)O[C@H](COS([O-])(=O)=O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](COS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)C(O)=O	CHEMBL3409455
[Na+].[Na+].[Na+].CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNc2cccc(NC(=O)CCCCC3CCSS3)c2)O[C@H](CO)[C@H](OS([O-])(=O)=O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](COS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1O)C(O)=O	CHEMBL3409454
[Na+].[Na+].[Na+].[Na+].[Na+].CC(=O)N[C@H]1[C@H](O[C@H]2[C@H](O)[C@@H](OS([O-])(=O)=O)[C@H](O[C@@H]3[C@@H](NC(C)=O)[C@H](OCC(O)C(O)C(O)C(O)CNc4cccc(NC(=O)CCCCC5CCSS5)c4)O[C@H](COS([O-])(=O)=O)[C@@H]3OS([O-])(=O)=O)O[C@@H]2C(O)=O)O[C@H](COS([O-])(=O)=O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1OS([O-])(=O)=O)C(O)=O	CHEMBL3409453
CC(=O)N[C@H]1[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNc2cccc(NC(=O)CCCCC3CCSS3)c2)O[C@H](COS(O)(=O)=O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H]([C@@H](O[C@@H]2O[C@H](COS(O)(=O)=O)[C@H](O)[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3OS(O)(=O)=O)C(O)=O)[C@H]2NC(C)=O)[C@H](O)[C@H]1OS(O)(=O)=O)C(O)=O	CHEMBL3559507
COc1cc2c(NC3CCN(CCCCCN)CC3)nc(NCCCN(C)C)nc2cc1OCCCCCN	CHEMBL1232453
CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(Br)c2c(N)ncnc12	CHEMBL3087498
CC(C)N(CCCNC(=O)Nc1ccc(cc1)C(C)(C)C)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(N)ncnc12	CHEMBL2169919
Oc1ccc(CCNCCN(C2CCCCC2)C(=O)CCNCCc2ccc(Cl)c(Cl)c2)c2OCC(=O)Nc12	CHEMBL2169920
CC[C@@H]1SC2(CCNCC2)N(CCCCCCCCOc2ccc3cc(Cn4cc(C(O)=O)c(=O)c5cccc(F)c45)ccc3c2)C1=O	CHEMBL3414847
COc1ccc(Cn2cc(C(O)=O)c(=O)c3ccccc23)cc1	CHEMBL608112
C[N+](C)(C)CC#CCOC1=NOCC1	CHEMBL3121473
CC[C@H]1[C@@H](Cc2cncn2C)COC1=O	CHEMBL550
[Br-].C[N+](C)(CCCCNC(=O)c1cn(Cc2ccccc2)c2c(F)cccc2c1=O)CC#CCOC1=NOCC1	CHEMBL3414838
[Br-].C[N+](C)(CCCCNC(=O)c1cn(Cc2ccccc2)c2cc(Br)ccc2c1=O)CC#CCOC1=NOCC1	CHEMBL3414839
[Br-].C[N+](C)(CCCCNC(=O)c1cn(Cc2ccccc2)c2cc(Cl)c(F)cc2c1=O)CC#CCOC1=NOCC1	CHEMBL3414840
[Br-].C[N+](C)(CCCCCCNC(=O)c1cn(Cc2ccccc2)c2c(F)cccc2c1=O)CC#CCOC1=NOCC1	CHEMBL3414841
[Br-].C[N+](C)(CCCCCCNC(=O)c1cn(Cc2ccccc2)c2cc(Br)ccc2c1=O)CC#CCOC1=NOCC1	CHEMBL3414842
[Br-].C[N+](C)(CCCCCCNC(=O)c1cn(Cc2ccccc2)c2cc(Cl)c(F)cc2c1=O)CC#CCOC1=NOCC1	CHEMBL3414843
[Br-].C[N+](C)(CCCCCCNC(=O)c1cn(Cc2ccccc2)c2ccc(F)cc2c1=O)CC#CCOC1=NOCC1	CHEMBL3414844
N[C@@H]1C[C@H]1c1ccccc1	CHEMBL1179
COc1cc(cc(OC)c1OC)-c1nc(SCC#C)nc(NNC(N)=S)c1C#N	CHEMBL3415352
CCCS(=O)(=O)Nc1cc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c(F)c1	CHEMBL3415553
CCCS(=O)(=O)Nc1cc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c(F)c1	CHEMBL3415554
CCN(C)S(=O)(=O)Nc1cc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c(F)c1	CHEMBL3415555
CCN(C)S(=O)(=O)Nc1cc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c(F)c1	CHEMBL3415556
N[C@H]1CCCC[C@H]1Nc1nnc(C(N)=O)c(Nc2cccc3cc[nH]c23)n1	CHEMBL3416026
CCN1\C(=C/C=C/C=C/C2=[N+](CC)c3cc(ccc3C2(C)C)S([O-])(=O)=O)C(C)(CCCC(=O)NCCNC(=O)CCc2ccc(cc2)S(=O)(=O)N(CC(=O)N\N=C2/C(=O)Nc3ccccc23)c2ccc(Cl)cc2)c2cc(ccc12)S(O)(=O)=O	CHEMBL3416750
OC(=O)c1cc(ccc1-c1c2ccc(O)cc2oc2cc(=O)ccc12)C(=O)NCCCCCC(=O)NCCNC(=O)CCc1ccc(cc1)S(=O)(=O)N(CC(=O)N\N=C1/C(=O)Nc2ccccc12)c1ccc(Cl)cc1	CHEMBL3416749
[O-]C(=O)C(F)(F)F.CCN1\C(=C/C=C/C=C/C2=[N+](CC)c3cc(ccc3C2(C)C)S([O-])(=O)=O)C(C)(CCCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCc2nnc(N3CC(C3)Oc3ccc(F)cc3Cl)n2-c2ccc(OC)[nH+]c2)c2cc(ccc12)S(O)(=O)=O	CHEMBL3416754
[O-]C(=O)C(F)(F)F.CCN1\C(=C/C=C/C=C/C2=[N+](CC)c3cc(ccc3C2(C)C)S([O-])(=O)=O)C(C)(CCCC(=O)NCCOCCOCCOCCOCc2nnc(N3CC(C3)Oc3ccc(F)cc3Cl)n2-c2ccc(OC)[nH+]c2)c2cc(ccc12)S(O)(=O)=O	CHEMBL3416753
[O-]C(=O)C(F)(F)F.COc1ccc(c[nH+]1)-n1c(COCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CCCCCNC(=O)c2ccc(c(c2)C(O)=O)-c2c3ccc(O)cc3oc3cc(=O)ccc23)nnc1N1CC(C1)Oc1ccc(F)cc1Cl	CHEMBL3416752
[O-]C(=O)C(F)(F)F.COc1ccc(c[nH+]1)-n1c(COCCOCCOCCOCCNC(=O)CCCCCNC(=O)c2ccc(c(c2)C(O)=O)-c2c3ccc(O)cc3oc3cc(=O)ccc23)nnc1N1CC(C1)Oc1ccc(F)cc1Cl	CHEMBL3416751
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCc2ncc(cc2C1)C(F)(F)F	CHEMBL3305901
C\C(=C/c1ccc(cc1)C(O)=O)c1cc2c(cc1C)C(C)(C)CCC2(C)C	CHEMBL32505
CC(C)CCCC1(C)CCc2cc(cc(Br)c2O1)S(N)(=O)=O	CHEMBL3414688
CC(C)CCCC1(C)CCc2cc(cc(F)c2O1)S(N)(=O)=O	CHEMBL3414687
CC(C)CCCC1(C)CCc2cc(c(C)c(C)c2O1)S(N)(=O)=O	CHEMBL3414686
CC(C)CCCC1(C)CCc2cc(N)ccc2O1	CHEMBL3414685
CC(C)CCCC1(C)CCc2cc(O)cc(C)c2N1	CHEMBL3414684
CC(C)CCCC1(C)CCc2ccc(O)c(O)c2O1	CHEMBL3414683
CC(C)CCCC1(C)CCc2c(O)cccc2O1	CHEMBL3414682
CC(C)CCCC1(C)CCc2cc(O)cc(Br)c2O1	CHEMBL3414681
CC(C)CCCC1(C)CCc2cc(O)cc(F)c2O1	CHEMBL3414680
COc1cc(O)cc2CCC(C)(CCCC(C)C)Oc12	CHEMBL3414679
CC(C)CCCC1(C)CCc2cc(O)cc(O)c2O1	CHEMBL3414678
CC(C)CCCC1(C)CCc2cc(O)cc(c2O1)C(F)(F)F	CHEMBL3414677
CC(C)CCCC1(C)CC(=O)c2cc(O)ccc2O1	CHEMBL3414676
CC(C)CCCC1(C)CC(=O)c2cc(O)cc(C)c2O1	CHEMBL3414675
CC(C)CCCC1(C)CC(=O)c2cc(O)c(C)c(C)c2O1	CHEMBL3414674
CC(C)CCCC1(C)CCc2cc(O)ccc2O1	CHEMBL3414673
CC(C)CCCC1(C)CCc2cc(O)cc(C)c2O1	CHEMBL3414672
COc1cc2CCC(C)(CCCC(C)C)Oc2c(C)c1C	CHEMBL3414671
CC(C)CCCC1(C)CCc2cc(O)c(C)c(C)c2O1	CHEMBL3414670
CC(C)CCC[C@]1(C)CCc2cc(O)c(C)c(C)c2O1	CHEMBL3414669
Cn1cc(Cn2cnc(-c3cnn(C)c3)c2-c2ccc(cc2)C#N)cn1	CHEMBL3415187
CCN[C@H]1CN(CCCO)S(=O)(=O)c2sc(cc12)S(N)(=O)=O	CHEMBL3415384
CCN[C@H]1CN(CCCO[N+]([O-])=O)S(=O)(=O)c2sc(cc12)S(N)(=O)=O	CHEMBL3415383
CCN[C@H]1C[C@H](CCCO)S(=O)(=O)c2sc(cc12)S(N)(=O)=O	CHEMBL3415382
CCN[C@H]1C[C@H](CO[N+]([O-])=O)S(=O)(=O)c2sc(cc12)S(N)(=O)=O	CHEMBL3415381
CCN[C@H]1C[C@H](CCO[N+]([O-])=O)S(=O)(=O)c2sc(cc12)S(N)(=O)=O	CHEMBL3415380
CCN[C@H]1C[C@H](CCCO[N+]([O-])=O)S(=O)(=O)c2sc(cc12)S(N)(=O)=O	CHEMBL3415379
CCCSc1nc(N)c2ncn([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)C(Cl)(Cl)P(O)(O)=O)[C@@H](O)[C@H]3O)c2n1	CHEMBL369928CHEMBL336292
FC(F)(F)c1cccc(c1)-c1ccc(\C=C2\SC(=S)NC2=O)o1	CHEMBL3416826
C(Nc1ccc2ccccc2n1)c1ccccc1	CHEMBL201720
Oc1cccc(CNc2ccc3ccccc3n2)c1	CHEMBL382999
Fc1ccccc1CNc1ccc2ccccc2n1	CHEMBL381361
Fc1cccc(CNc2ccc3ccccc3n2)c1	CHEMBL201328
Oc1ccc(CNc2ccc3ccccc3n2)cc1	CHEMBL202984
C(Nc1ccc2ccccc2n1)c1ccc[nH]1	CHEMBL199638
CCc1ccc(cc1C#Cc1cnc2ccnn2c1)C(=O)Nc1cc(CN2CCN(C)CC2)cc(c1)C(F)(F)F	CHEMBL2336015
OC(=O)c1cc(-c2ccc(CNC(=O)c3ccccc3)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3421641
COc1ccc(CNC(=O)c2ccc(cc2)-c2cc(nn2-c2ccc(Cl)c(Cl)c2)C(O)=O)cc1	CHEMBL3422456
OC(=O)c1cc(-c2ccc(cc2)C(=O)NCc2ccccc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422455
OC(=O)c1cc(-c2ccc(O)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422452
Nc1ccc(cc1)-c1cc(nn1-c1ccc(Cl)c(Cl)c1)C(O)=O	CHEMBL3422451
OC(=O)c1cc(-c2ccc(cc2)C#N)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422449
OC(=O)c1cc(-c2ccc(cc2)C(O)=O)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422448
OC(=O)c1cc(-c2cccc(c2)C(O)=O)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422447
Cc1ccc(cc1)-c1cc(nn1-c1ccc(Cl)c(Cl)c1)C(O)=O	CHEMBL3422446
Cc1cccc(c1)-c1cc(nn1-c1ccc(Cl)c(Cl)c1)C(O)=O	CHEMBL3422445
OC(=O)c1cc(-c2ccccc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422444
COc1ccc(cc1)-c1cc(nn1-c1ccc(Cl)c(Cl)c1)C(O)=O	CHEMBL3422442
COc1ccc(cc1)-c1cc(nn1-c1cccc(Br)c1)C(O)=O	CHEMBL3422438
OC(=O)c1cc(-c2ccc(Cl)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422435
OC(=O)c1cc(-c2ccc(Cl)cc2)n(n1)-c1ccc(Cl)cc1Cl	CHEMBL3422434
OC(=O)c1cc(-c2ccc(Cl)cc2)n(n1)-c1ccc(Cl)cc1	CHEMBL1576514
Cc1cccc(c1)-n1nc(cc1-c1ccccc1)C(O)=O	CHEMBL3088227
COc1ccc(cc1)-n1nc(cc1-c1ccccc1)C(O)=O	CHEMBL1402320
OC(=O)c1cc(-c2ccccc2)n(n1)-c1ccccc1	CHEMBL1709075
OC(=O)c1ccc(o1)-c1ccc(C(=S)NCc2ccc(cc2)-c2ccnn2-c2ccc(Cl)c(Cl)c2)c(Cl)c1	CHEMBL3422476
OC(=O)c1cc(-c2ccc(CNC(=S)c3ccc(cc3)-c3nc(=O)o[nH]3)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422475
OC(=O)c1cc(-c2ccc(CNC(=S)c3ccc(cc3)-c3nnn[nH]3)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422474
NS(=O)(=O)c1ccc(cc1)C(=S)NCc1ccc(cc1)-c1cc(nn1-c1ccc(Cl)c(Cl)c1)C(O)=O	CHEMBL3422473
OC(=O)c1cc(-c2ccc(CN3CCc4cc(ccc4C3=S)-c3ccc(o3)C(O)=O)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422472
OC(=O)c1cc(-c2ccc(cc2)C(=S)NCc2ccc(cc2Cl)-c2ccc(o2)C(O)=O)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422471
OC(=O)c1cc(-c2ccc(cc2)C(=O)NCc2ccc(cc2Cl)-c2ccc(o2)C(O)=O)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422470
OC(=O)c1cc(-c2ccc(CNC(=S)c3ccc(cc3)-c3ccc(o3)C(O)=O)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422469
OC(=O)c1cc(-c2ccc(cc2)C(=S)NCc2ccc(cc2)-c2ccc(o2)C(O)=O)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422468
OC(=O)c1cc(-c2ccc(cc2)C(=S)NCc2cccc(c2)-c2ccc(o2)C(O)=O)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422467
OC(=O)c1cc(-c2cccc(c2)C(=O)NCc2ccc(cc2)-c2ccc(o2)C(O)=O)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422466
CC(=O)N(Cc1ccc(cc1)-c1ccc(o1)C(O)=O)Cc1cccc(c1)-c1cc(nn1-c1ccc(Cl)c(Cl)c1)C(O)=O	CHEMBL3422465
OC(=O)c1cc(-c2cccc(CNCc3ccc(cc3)-c3ccc(o3)C(O)=O)c2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422464
OC(=O)c1cc(-c2ccc(CNS(=O)(=O)c3ccc(OC(F)(F)F)cc3)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422463
OC(=O)c1cc(-c2ccc(CNS(=O)(=O)c3ccccc3)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422462
OC(=O)c1cc(-c2ccc(CNC(=S)c3ccc(Br)cc3)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422461
COc1ccc(CNC(=S)c2ccc(cc2)-c2cc(nn2-c2ccc(Cl)c(Cl)c2)C(O)=O)cc1	CHEMBL3422460
OC(=O)c1cc(-c2ccc(cc2)C(=S)NCc2ccccc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422459
OC(=O)c1cc(-c2ccc(CNC(=O)c3ccc(Br)cc3)cc2)n(n1)-c1ccc(Cl)c(Cl)c1	CHEMBL3422458
COc1ccc(cc1)C(=O)NCc1ccc(cc1)-c1cc(nn1-c1ccc(Cl)c(Cl)c1)C(O)=O	CHEMBL3422457
O=C(C1C(=O)N(Cc2ccccc2)C(=O)N(Cc2ccccc2)C1=O)c1ccccc1	CHEMBL3421905
O=C1C(Cc2ccccc2)C(=O)N(Cc2ccccc2)C(=O)N1Cc1ccccc1	CHEMBL3421930
Nc1sc2CCCCc2c1C(=O)c1ccc(Cl)cc1	CHEMBL203347CHEMBL57997
CCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H]2O)[C@@H]1O	CHEMBL198643
OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](CO)O[C@H](O[C@H]3[C@H](O)[C@@H](CO)O[C@H](O[C@H]4[C@H](O)[C@@H](CO)O[C@H](O[C@H]5[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]5OCc5ccccc5)[C@H]4O)[C@H]3O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O	CHEMBL382044
OC[C@H]1O[C@H](NC(=O)COc2ccccc2)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@@H]1O	CHEMBL265885
OC[C@H]1O[C@H](NC(=O)CCCCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@@H]1O	CHEMBL262707
CCCCCCCCC[C@@H](O)[C@@H](N)Cc1ccccc1	CHEMBL3422700
NCCCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)CCCCCNC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(N)=O	CHEMBL3423402
NCCCC[C@H](NC(=O)[C@H](Cc1ccc(F)c(F)c1)NC(=O)[C@H]1CCCN1C(=O)CCCCCNC(=O)[C@@H]1CC[C@@H]2N(CCc3c2[nH]c2ccccc32)C1)C(N)=O	CHEMBL3423411
NCCCC[C@H](NC(=O)[C@H](Cc1ccc(F)c(F)c1)NC(=O)[C@H]1CCCN1C(=O)CCCCCNC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(N)=O	CHEMBL3423410
CCCC[C@H](NC(=O)CCCCCNC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@@H](CCCCN)C(N)=O	CHEMBL3423409
CCCC[C@H](NC(=O)CCCCCNC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N1C[C@@H](N)C[C@H]1C(N)=O	CHEMBL3423408
CCCC[C@H](NC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(=O)N[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@@H](CCCCN)C(N)=O	CHEMBL3423407
CCCC[C@H](NC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(N)=O	CHEMBL3423406
CCCC[C@H](NC(=O)CCCCCNC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@@H](N)C[C@H]1C(N)=O	CHEMBL3423405
CCCC[C@H](NC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(N)=O	CHEMBL3423404
NCCCC[C@H](NC(=O)[C@H](Cc1ccc(F)c(F)c1)NC(=O)[C@@H]1CCCN1C(=O)CCCCCNC(=O)[C@H]1CC[C@H]2N(CCc3c2[nH]c2ccccc32)C1)C(N)=O	CHEMBL3423403
CCCC[C@H](NC(=O)CCCCCNC(=O)[C@H]1CC[C@@H]2N(CCc3c2[nH]c2ccccc32)C1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(N)=O	CHEMBL3423401
CCCC[C@H](NC(=O)[C@H]1CC[C@@H]2N(CCc3c2[nH]c2ccccc32)C1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N1C[C@@H](N)C[C@H]1C(N)=O	CHEMBL3423400
CN(C)CCC(=O)Nc1cncc(c1)-c1cccc2[nH]ccc12	CHEMBL3425951
CC(C)(O)c1nc(no1)-c1ccc(CNC(=O)c2cnc(nc2)-c2ccccn2)cc1	CHEMBL3425949
COc1cccc(c1)-c1ccc(cn1)C(=O)NC1CCN(CC(F)(F)F)CC1	CHEMBL3425948
Fc1cccc(c1)-c1ccc(cn1)C(=O)NC1CCN(CC(F)(F)F)CC1	CHEMBL1233897
COCCCNC(=O)c1nc(no1)-c1cccc2[nH]ccc12	CHEMBL3425952
CN(C)CCCC(=O)Nc1cncc(c1)-c1cccc2[nH]ccc12	CHEMBL3425950
O=C(CCc1cccnc1)Nc1cncc(c1)-c1cccc2[nH]ccc12	CHEMBL3425953
CCC(=O)Nc1cncc(c1)-c1cccc2[nH]ccc12	CHEMBL3425954
O=C(Nc1cncc(c1)-c1cccc2[nH]ccc12)[C@@H]1CCC(=O)N1	CHEMBL3425955
O=C(Cn1cnnn1)Nc1cncc(c1)-c1cccc2[nH]ccc12	CHEMBL3425956
O=C(CCN1CCCCC1)Nc1cncc(c1)-c1cccc2[nH]ccc12	CHEMBL3425957
FC(F)(F)CN1CCC(CC1)NC(=O)c1ccc(Oc2ccccc2)nc1	CHEMBL3425959
FC(F)(F)CN1CCC(CC1)NC(=O)c1ccc(nc1)N1CCCC1	CHEMBL3425961
CN(C)c1ccc(cn1)C(=O)NC1CCN(CC(F)(F)F)CC1	CHEMBL3425962
FC(F)(F)CN1CCC(CC1)NC(=O)c1ccc(nc1)N1CCOCC1	CHEMBL3425963
FC(F)(F)CN1CCC(CC1)NC(=O)c1ccc(nc1)N1CCNCC1	CHEMBL3425964
FC(F)(F)CN1CCC(CC1)NC(=O)c1ccc(nc1)N1CCNC(=O)C1	CHEMBL3425965
FC(F)(F)CN1CCC(CC1)NC(=O)c1ccc(nc1)-c1cc[nH]c(=O)c1	CHEMBL3425966
COc1cc(ccn1)-c1ccc(cn1)C(=O)NC1CCN(CC(F)(F)F)CC1	CHEMBL3425967
FC(F)(F)CN1CCC(CC1)NC(=O)c1ccc(nc1)-c1cccc(=O)[nH]1	CHEMBL3425968
